lang,label,sentence
en,ocp:play,play {track_name} from {album_name}
en,ocp:play,queue {track_name} off of {album_name}
en,ocp:play,put {track_name} from {album_name} in the queue
en,ocp:play,add {track_name} from the album {album_name} to my list
en,ocp:play,give me the track {track_name} from {album_name}
en,ocp:play,queue the song {track_name} from the album {album_name}
en,ocp:play,spin {track_name} from {album_name}
en,ocp:play,play {track_name} from {album_name} right away
en,ocp:play,play {track_name} from the record {album_name}
en,ocp:play,play {track_name} from the album {album_name}
en,ocp:play,queue {track_name} from {album_name}
en,ocp:play,start {track_name} on the {album_name} album
en,ocp:play,play the song {track_name} off {album_name}
en,ocp:play,spin up {track_name} from {album_name}
en,ocp:play,can you play {track_name} off {album_name}
en,ocp:play,listen to {track_name} taken from {album_name}
en,ocp:play,play {track_name} taken from the album {album_name}
en,ocp:play,get the song {track_name} from {album_name}
en,ocp:play,start {track_name} from the record {album_name}
en,ocp:play,put on {track_name} from the album {album_name}
en,ocp:play,i'd love to hear {track_name} off {album_name}
en,ocp:play,play {track_name} from {album_name} now
en,ocp:play,let's play {track_name} from {album_name} together
en,ocp:play,can i hear {track_name} off the album {album_name}
en,ocp:play,can you play the song {track_name} from the record {album_name}
en,ocp:play,put on {track_name} off the album {album_name}
en,ocp:play,please play {track_name} off the {album_name} album by {artist_name}
en,ocp:play,add {track_name} by {artist_name} from {album_name} to the queue
en,ocp:play,play the track called {track_name} from the album {album_name} by {artist_name}
en,ocp:play,can you find {track_name} from {album_name} by {artist_name}
en,ocp:play,play {track_name} from {album_name} by {artist_name} next
en,ocp:play,i'd like {track_name} by {artist_name} from the {album_name} album
en,ocp:play,can you queue {track_name} from the album {album_name} by {artist_name}?
en,ocp:play,can you play me {track_name} from {album_name} by {artist_name}?
en,ocp:play,play {track_name} off the album {album_name} by {artist_name}
en,ocp:play,put on {track_name} by {artist_name} from {album_name}
en,ocp:play,get me the track {track_name} by {artist_name} from {album_name}
en,ocp:play,play {track_name} by {artist_name} from {album_name}
en,ocp:play,play {track_name} from the album {album_name} by {artist_name}
en,ocp:play,queue the song {track_name} by {artist_name} that's on {album_name}
en,ocp:play,start playing {track_name} from the album {album_name} by {artist_name}
en,ocp:play,give me {track_name} from the album {album_name} by {artist_name}
en,ocp:play,can you play {track_name} by {artist_name} off {album_name}
en,ocp:play,i'd like to hear {track_name} from {album_name} by {artist_name}
en,ocp:play,can we hear {track_name} by {artist_name} on {album_name}?
en,ocp:play,can you play {track_name} off {album_name} by {artist_name}?
en,ocp:play,spin {track_name} by {artist_name} on the album {album_name}
en,ocp:play,bring up {track_name} from {album_name} by {artist_name}
en,ocp:play,please play {track_name} it's on {album_name} by {artist_name}
en,ocp:play,start the song {track_name} by {artist_name} from the album {album_name}
en,ocp:play,queue {track_name} by {artist_name} from {album_name}
en,ocp:play,fire up {track_name} by {artist_name} from {album_name}
en,ocp:play,queue up {track_name} off of {album_name} by {artist_name}
en,ocp:play,queue up {track_name} by {artist_name} from {album_name}
en,ocp:play,can you play {track_name} by {artist_name} off the album {album_name}?
en,ocp:play,listen to {track_name} from {album_name} by {artist_name}
en,ocp:play,queue {track_name} from {album_name} by {artist_name}
en,ocp:play,play the song {track_name} from {album_name} by {artist_name}
en,ocp:play,queue up {track_name} from {album_name} by {artist_name}
en,ocp:play,play the song {track_name} by {artist_name} off {album_name}
en,ocp:play,play {track_name} from {album_name} by {artist_name}
en,ocp:play,i want to queue {track_name} by {artist_name} from the album {album_name}
en,ocp:play,i want to hear {track_name} from {album_name} by {artist_name}
en,ocp:play,i'd like to listen to {track_name} by {artist_name} it's on the album {album_name}
en,ocp:play,play me {track_name} by {artist_name} off of {album_name}
en,ocp:play,i'd really like to hear {track_name} from the album {album_name} by {artist_name}
en,ocp:play,could you play {track_name} by {artist_name} from their album {album_name}?
en,ocp:play,play {track_name} by {artist_name} from the album {album_name}
en,ocp:play,how about {track_name} by {artist_name} from {album_name}?
en,ocp:play,play {track_name} from {album_name} by {artist_name} now
en,ocp:play,can you play {track_name} from {album_name} by {artist_name}?
en,ocp:play,i'd love to hear {track_name} from {album_name} by {artist_name}
en,ocp:play,get {track_name} started from {album_name} it's by {artist_name}
en,ocp:play,get {track_name} by {artist_name} from the album called {album_name}
en,ocp:play,start {track_name} from {album_name} by {artist_name}
en,ocp:play,can you put on {track_name} by {artist_name} off the album {album_name}
en,ocp:play,play the track {track_name} from the {album_name} album by {artist_name}
en,ocp:play,i feel like hearing {track_name} from {album_name} by {artist_name}
en,ocp:play,i'd like you to play {track_name} by {artist_name} from {album_name}
en,ocp:play,put on the track {track_name} from {album_name} by {artist_name}
en,ocp:play,let's play {track_name} off of {album_name} by {artist_name}
en,ocp:play,put on {track_name} from {album_name} by {artist_name}
en,ocp:play,let's hear {track_name} from the album {album_name} by {artist_name}
en,ocp:play,how about {track_name} from the {album_name} album by {artist_name}
en,ocp:play,let's play {track_name} from the album {album_name} by {artist_name}
en,ocp:play,start playing {track_name} from {album_name} by {artist_name}
en,ocp:play,queue up {track_name} off {album_name} by {artist_name}
en,ocp:play,start playing {track_name} by {artist_name} from the album {album_name}
en,ocp:play,i want to hear {track_name} by {artist_name} from the album {album_name}
en,ocp:play,put {track_name} in the queue from the album {album_name} by {artist_name}
en,ocp:play,queue up {track_name} by {artist_name} now
en,ocp:play,fire up {artist_name}'s track {track_name}
en,ocp:play,get me {track_name} by {artist_name} now
en,ocp:play,play the latest {track_name} from {artist_name}
en,ocp:play,play the track {track_name} performed by {artist_name}
en,ocp:play,listen to {track_name} by {artist_name}
en,ocp:play,get me {track_name} by {artist_name}
en,ocp:play,start playing {track_name} by {artist_name}
en,ocp:play,can you start {track_name} by {artist_name}
en,ocp:play,i want to listen to {track_name} by {artist_name}
en,ocp:play,start {track_name} by {artist_name} now
en,ocp:play,put {track_name} by {artist_name} in the mix
en,ocp:play,can i listen to {track_name} by {artist_name}
en,ocp:play,play {track_name} by {artist_name} right away
en,ocp:play,get me {track_name} from {artist_name}
en,ocp:play,i want to hear {track_name} from {artist_name}
en,ocp:play,spin {track_name} by {artist_name}
en,ocp:play,can i hear {track_name} from {artist_name}
en,ocp:play,queue up {track_name} by {artist_name} next
en,ocp:play,put on {track_name} by {artist_name} for me
en,ocp:play,stream {track_name} from {artist_name}
en,ocp:play,i’d like to hear {track_name} by {artist_name}
en,ocp:play,get {track_name} from {artist_name} on now
en,ocp:play,give me {track_name} from {artist_name}
en,ocp:play,what about {track_name} by {artist_name}
en,ocp:play,fire up {artist_name}'s {track_name} track
en,ocp:play,put on {track_name} by {artist_name} now
en,ocp:play,start with {track_name} by {artist_name}
en,ocp:play,play that one {artist_name} track {track_name}
en,ocp:play,play the song {track_name} by {artist_name} from the latest album
en,ocp:play,start {track_name} by {artist_name} right now
en,ocp:play,i'd like to hear {track_name} by {artist_name}
en,ocp:play,play that {artist_name} track {track_name}
en,ocp:play,queue {track_name} by {artist_name} now
en,ocp:play,i feel like hearing {track_name} by {artist_name}
en,ocp:play,play {track_name} by {artist_name}
en,ocp:play,i want to hear {track_name} by {artist_name}
en,ocp:play,can you play {artist_name}'s {track_name}
en,ocp:play,play {track_name} by {artist_name} from their new album
en,ocp:play,can you play {track_name} by {artist_name} right now
en,ocp:play,fire up {track_name} by {artist_name}
en,ocp:play,queue {track_name} from {artist_name} for later
en,ocp:play,get {track_name} from {artist_name} on
en,ocp:play,get {artist_name}'s song {track_name} going
en,ocp:play,can you blast {track_name} by {artist_name}
en,ocp:play,play the song {track_name} from {artist_name}
en,ocp:play,put on {track_name} by {artist_name}
en,ocp:play,play {track_name} from {artist_name}'s latest release
en,ocp:play,queue {track_name} by {artist_name}
en,ocp:play,let's get {track_name} from {artist_name}
en,ocp:play,start streaming {track_name} by {artist_name}
en,ocp:play,play {track_name} from {artist_name}'s album
en,ocp:play,can you play {track_name} from {artist_name} now
en,ocp:play,let's start with {track_name} by {artist_name}
en,ocp:play,add {track_name} by {artist_name} to the queue
en,ocp:play,play the song {track_name} by {artist_name}
en,ocp:play,start playing {track_name} by {artist_name} right now
en,ocp:play,can you play {artist_name}'s {track_name} for me
en,ocp:play,play {track_name} by {artist_name} for me
en,ocp:play,i want to hear {artist_name}'s version of {track_name}
en,ocp:play,queue {track_name} from {artist_name}
en,ocp:play,play that {artist_name} song {track_name}
en,ocp:play,put {track_name} by {artist_name} in the queue
en,ocp:play,can you play {artist_name}'s {track_name} for me?
en,ocp:play,can you play {track_name} from {artist_name}
en,ocp:play,fire up that {track_name} by {artist_name}
en,ocp:play,queue up {track_name} from {artist_name}
en,ocp:play,queue the track {track_name} by {artist_name}
en,ocp:play,can you put on {track_name} by {artist_name}
en,ocp:play,how about {track_name} by {artist_name}
es,common_query:common_query,¿cuál es la velocidad de la luz en el vacío?
es,common_query:common_query,¿qué altura tiene la sagrada familia?
es,common_query:common_query,¿quién fue pablo picasso?
es,common_query:common_query,¿cuándo terminó la guerra civil española?
es,common_query:common_query,¿cómo se elaboran los quesos manchegos?
eu,common_query:common_query,zein da munduko handiena denbora-tartea?
eu,common_query:common_query,zein da bilboko guggenheim museoko altuera?
eu,common_query:common_query,nor da imanol harinordoqui?
eu,common_query:common_query,noiz gertatu zen gernikako bonbardaketa?
eu,common_query:common_query,nola egiten dira txakurrak?
pt,common_query:common_query,qual é a velocidade da luz no espaço?
pt,common_query:common_query,qual a altura do cristo redentor no rio?
pt,common_query:common_query,quem foi luís de camões?
pt,common_query:common_query,quando ocorreu o 25 de abril?
pt,common_query:common_query,como se produz o vinho do porto?
gl,common_query:common_query,cal é a velocidade da luz na auga?
gl,common_query:common_query,cal é a altura da torre de hércules?
gl,common_query:common_query,quen foi rosalía de castro?
gl,common_query:common_query,cando sucedeu a revolución industrial?
gl,common_query:common_query,como se fan as empanadas galegas?
en,common_query:common_query,what is the speed of sound in air?
en,common_query:common_query,how tall is the statue of liberty?
en,common_query:common_query,who was jane austen?
en,common_query:common_query,when did the american civil war start?
en,common_query:common_query,how are cheeses made?
da,common_query:common_query,hvad er hastigheden på vinden?
da,common_query:common_query,hvor høj er den lille havfrue?
da,common_query:common_query,hvem var hans christian andersen?
da,common_query:common_query,hvornår blev københavn grundlagt?
da,common_query:common_query,hvordan fremstilles dansk rugbrød?
nl,common_query:common_query,wat is de diepte van de noordzee?
